balance,equity,free_balance,num_positions,realized_pnl,timestamp,total_risk,unrealized_pnl,used_balance
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T04:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T04:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T04:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T05:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T05:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T05:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T05:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T06:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T06:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T06:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T06:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T07:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T07:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T07:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T07:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T08:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T08:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T08:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T08:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T09:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T09:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T09:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T09:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T10:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T10:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T10:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T10:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T11:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T11:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T11:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T11:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T12:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T12:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T12:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T12:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T13:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T13:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T13:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T13:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T14:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T14:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T14:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T14:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T15:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T15:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T15:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T15:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T16:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T16:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T16:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T16:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T17:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T17:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T17:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T17:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T18:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T18:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T18:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T18:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T19:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T19:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T19:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T19:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T20:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T20:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T20:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T20:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T21:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T21:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T21:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T21:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T22:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T22:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T22:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T22:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T23:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T23:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T23:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-04T23:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T00:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T00:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T00:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T00:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T01:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T01:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T01:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T01:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T02:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T02:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T02:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T02:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T03:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T03:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T03:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T03:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T04:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T04:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T04:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T04:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T05:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T05:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T05:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T05:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T06:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T06:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T06:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T06:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T07:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T07:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T07:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T07:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T08:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T08:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T08:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T08:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T09:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T09:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T09:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T09:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T10:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T10:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T10:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T10:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T11:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T11:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T11:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T11:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T12:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T12:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T12:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T12:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T13:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T13:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T13:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T13:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T14:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T14:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T14:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T14:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T15:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T15:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T15:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T15:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T16:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T16:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T16:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T16:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T17:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T17:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T17:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T17:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T18:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T18:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T18:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T18:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T19:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T19:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T19:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T19:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T20:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T20:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T20:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T20:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T21:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T21:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T21:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T21:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T22:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T22:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T22:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T22:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T23:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T23:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T23:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-05T23:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T00:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T00:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T00:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T00:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T01:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T01:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T01:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T01:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T02:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T02:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T02:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T02:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T03:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T03:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T03:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T03:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T04:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T04:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T04:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T04:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T05:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T05:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T05:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T05:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T06:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T06:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T06:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T06:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T07:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T07:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T07:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T07:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T08:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T08:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T08:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T08:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T09:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T09:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T09:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T09:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T10:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T10:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T10:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T10:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T11:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T11:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T11:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T11:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T12:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T12:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T12:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T12:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T13:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T13:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T13:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T13:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T14:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T14:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T14:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T14:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T15:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T15:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T15:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T15:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T16:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T16:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T16:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T16:45:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T17:00:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T17:15:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T17:30:00,0,0,0
8991.31596232336,8991.31596232336,8991.31596232336,0,0.0,2024-07-06T17:45:00,0,0,0
