timestamp,equity,peak,drawdown,drawdown_pct
2025-06-26T09:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T09:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T09:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T09:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T10:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T10:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T10:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T10:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T11:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T11:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T11:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T11:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T12:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T12:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T12:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T12:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T13:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T13:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T13:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T13:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T14:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T14:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T14:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T14:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T15:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T15:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T15:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T15:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T16:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T16:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T16:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T16:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T17:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T17:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T17:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T17:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T18:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T18:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T18:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T18:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T19:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T19:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T19:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T19:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T20:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T20:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T20:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T20:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T21:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T21:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T21:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T21:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T22:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T22:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T22:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T22:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T23:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T23:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T23:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-26T23:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T00:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T00:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T00:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T00:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T01:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T01:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T01:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T01:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T02:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T02:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T02:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T02:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T03:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T03:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T03:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T03:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T04:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T04:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T04:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T04:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T05:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T05:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T05:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T05:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T06:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T06:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T06:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T06:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T07:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T07:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T07:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T07:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T08:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T08:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T08:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T08:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T09:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T09:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T09:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T09:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T10:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T10:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T10:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T10:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T11:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T11:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T11:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T11:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T12:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T12:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T12:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T12:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T13:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T13:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T13:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T13:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T14:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T14:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T14:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T14:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T15:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T15:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T15:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T15:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T16:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T16:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T16:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T16:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T17:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T17:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T17:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T17:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T18:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T18:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T18:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T18:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T19:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T19:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T19:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T19:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T20:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T20:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T20:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T20:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T21:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T21:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T21:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T21:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T22:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T22:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T22:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T22:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T23:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T23:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T23:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-27T23:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-28T00:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-28T00:15:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-28T00:30:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-28T00:45:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
2025-06-28T01:00:00,8997.820559923606,10000.265164032777,0.10024180235886043,10.024180235886043
